Model,Model_Params,Cost_Matrix_Value,Optimizer,Optimizer_Params,Accuracy,Precision,Recall,F1-score,MCC,Avg_ROI,TP_positions,total_positions,positive_positions
LSTM,"{'dropout_rate': 0.1, 'hidden_dim': 256, 'num_layers': 4}",0.1,Adam,{'lr': 0.01},0.552631579,0.27173913,0.364963504,0.31152648,-0.009617885,0.000396995,50,184,91
LSTM,"{'dropout_rate': 0.1, 'hidden_dim': 256, 'num_layers': 2}",0.05,Adam,{'lr': 0.01},0.44534413,0.17535545,0.270072993,0.212643678,-0.196681526,0.000396739,37,211,109
MLP,"{'dropout_rate': 0.3, 'hidden_dim': 1024}",0.3,Adam,{'lr': 0.001},0.5951417,0.251968504,0.233576642,0.242424242,-0.033322755,0.000394852,32,127,51
MLP,"{'dropout_rate': 0.3, 'hidden_dim': 512}",0.3,Adam,{'lr': 0.001},0.574898785,0.158878505,0.124087591,0.139344262,-0.139123963,0.000366878,17,107,50
LSTM,"{'dropout_rate': 0.3, 'hidden_dim': 128, 'num_layers': 2}",0.05,Adam,{'lr': 0.001},0.690283401,0.289473684,0.080291971,0.125714286,0.007831884,0.00035707,11,38,20
LSTM,"{'dropout_rate': 0.1, 'hidden_dim': 128, 'num_layers': 3}",0.1,Adam,{'lr': 0.01},0.414979757,0.232394366,0.481751825,0.313539192,-0.116722074,0.000338569,66,284,116
LSTM,"{'dropout_rate': 0.5, 'hidden_dim': 256, 'num_layers': 4}",0.15,RMSprop,{'lr': 0.01},0.350202429,0.197368421,0.437956204,0.272108844,-0.22592417,0.000324959,60,304,135
LSTM,"{'dropout_rate': 0.3, 'hidden_dim': 32, 'num_layers': 2}",0.05,RMSprop,{'lr': 0.001},0.710526316,0.125,0.00729927,0.013793103,-0.0436555,0.000320595,1,8,4
LSTM,"{'dropout_rate': 0.3, 'hidden_dim': 128, 'num_layers': 4}",0.05,Adam,{'lr': 0.001},0.48582996,0.214634146,0.321167883,0.257309942,-0.117946507,0.000301791,44,205,95
LSTM,"{'dropout_rate': 0.5, 'hidden_dim': 256, 'num_layers': 4}",0.4,Adam,{'lr': 0.01},0.358299595,0.215189873,0.496350365,0.300220751,-0.184936997,0.000294044,68,316,145
LSTM,"{'dropout_rate': 0.1, 'hidden_dim': 128, 'num_layers': 3}",0.1,Adam,{'lr': 0.001},0.714574899,0.166666667,0.00729927,0.013986014,-0.027409046,0.000279884,1,6,4
MLP,"{'dropout_rate': 0.3, 'hidden_dim': 512}",0.1,RMSprop,{'lr': 0.001},0.576923077,0.21875,0.204379562,0.211320755,-0.077380416,0.00026774,28,128,58
LSTM,"{'dropout_rate': 0.5, 'hidden_dim': 256, 'num_layers': 4}",0.15,Adam,{'lr': 0.001},0.457489879,0.18957346,0.291970803,0.229885057,-0.169258248,0.00024701,40,211,95
LSTM,"{'dropout_rate': 0.5, 'hidden_dim': 64, 'num_layers': 4}",0.05,RMSprop,{'lr': 0.01},0.63562753,0.179104478,0.087591241,0.117647059,-0.086910298,0.000228059,12,67,30
LSTM,"{'dropout_rate': 0.3, 'hidden_dim': 128, 'num_layers': 3}",0.1,RMSprop,{'lr': 0.01},0.366396761,0.190140845,0.394160584,0.256532067,-0.226482298,0.000162419,54,284,130
LSTM,"{'dropout_rate': 0.3, 'hidden_dim': 256, 'num_layers': 4}",0.1,RMSprop,{'lr': 0.01},0.382591093,0.195652174,0.394160584,0.261501211,-0.205282554,0.000143177,54,276,123
MLP,"{'dropout_rate': 0.1, 'hidden_dim': 512}",0.05,Adam,{'lr': 0.001},0.700404858,0.076923077,0.00729927,0.013333333,-0.073593582,0.000140814,1,13,7
LSTM,"{'dropout_rate': 0.1, 'hidden_dim': 256, 'num_layers': 4}",0.15,Adam,{'lr': 0.01},0.481781377,0.178378378,0.240875912,0.204968944,-0.171022415,9.79E-05,33,185,88
LSTM,"{'dropout_rate': 0.3, 'hidden_dim': 256, 'num_layers': 4}",0.3,Adam,{'lr': 0.01},0.524291498,0.181818182,0.204379562,0.192439863,-0.143582392,6.55E-05,28,154,69
ComplexCNN,"{'dropout_rate': 0.3, 'hidden_dim': 64}",0.4,Adam,{'lr': 0.001},0.718623482,0.333333333,0.01459854,0.027972028,0.013871651,3.35E-05,2,6,3
LSTM,"{'dropout_rate': 0.5, 'hidden_dim': 256, 'num_layers': 4}",0.05,Adam,{'lr': 0.01},0.473684211,0.205741627,0.313868613,0.248554913,-0.136934613,2.37E-05,43,209,90
LSTM,"{'dropout_rate': 0.3, 'hidden_dim': 128, 'num_layers': 2}",0.1,RMSprop,{'lr': 0.001},0.491902834,0.225961538,0.343065693,0.272463768,-0.097849883,7.61E-06,47,208,93
LSTM,"{'dropout_rate': 0.1, 'hidden_dim': 32, 'num_layers': 4}",0.1,Adam,{'lr': 0.01},0.309716599,0.203488372,0.510948905,0.291060291,-0.249778623,5.49E-06,70,344,155
CNN1D,"{'dropout_rate': 0.5, 'hidden_dim': 64}",0.4,Adam,{'lr': 0.001},0.668016194,0.153846154,0.04379562,0.068181818,-0.080753629,2.36E-06,6,39,18
ResNet,{},0.05,Adam,{'lr': 0.01},0.722672065,0,0,0,0,0,0,0,0
ResNet,{},0.1,Adam,{'lr': 0.01},0.722672065,0,0,0,0,0,0,0,0
ResNet,{},0.1,RMSprop,{'lr': 0.001},0.722672065,0,0,0,0,0,0,0,0
ResNet,{},0.1,RMSprop,{'lr': 0.01},0.722672065,0,0,0,0,0,0,0,0
ResNet,{},0.15,Adam,{'lr': 0.001},0.722672065,0,0,0,0,0,0,0,0
ResNet,{},0.15,RMSprop,{'lr': 0.001},0.722672065,0,0,0,0,0,0,0,0
ResNet,{},0.2,Adam,{'lr': 0.01},0.722672065,0,0,0,0,0,0,0,0
ResNet,{},0.3,RMSprop,{'lr': 0.001},0.722672065,0,0,0,0,0,0,0,0
ResNet,{},0.4,RMSprop,{'lr': 0.01},0.722672065,0,0,0,0,0,0,0,0
LSTM,"{'dropout_rate': 0.1, 'hidden_dim': 32, 'num_layers': 2}",0.1,Adam,{'lr': 0.01},0.722672065,0,0,0,0,0,0,0,0
LSTM,"{'dropout_rate': 0.1, 'hidden_dim': 32, 'num_layers': 2}",0.3,Adam,{'lr': 0.01},0.722672065,0,0,0,0,0,0,0,0
LSTM,"{'dropout_rate': 0.1, 'hidden_dim': 32, 'num_layers': 3}",0.05,RMSprop,{'lr': 0.001},0.722672065,0,0,0,0,0,0,0,0
LSTM,"{'dropout_rate': 0.1, 'hidden_dim': 32, 'num_layers': 3}",0.15,Adam,{'lr': 0.001},0.722672065,0,0,0,0,0,0,0,0
LSTM,"{'dropout_rate': 0.1, 'hidden_dim': 32, 'num_layers': 3}",0.15,Adam,{'lr': 0.01},0.722672065,0,0,0,0,0,0,0,0
LSTM,"{'dropout_rate': 0.1, 'hidden_dim': 32, 'num_layers': 4}",0.1,Adam,{'lr': 0.001},0.722672065,0,0,0,0,0,0,0,0
LSTM,"{'dropout_rate': 0.1, 'hidden_dim': 32, 'num_layers': 4}",0.1,RMSprop,{'lr': 0.001},0.722672065,0,0,0,0,0,0,0,0
LSTM,"{'dropout_rate': 0.1, 'hidden_dim': 32, 'num_layers': 4}",0.15,Adam,{'lr': 0.001},0.722672065,0,0,0,0,0,0,0,0
LSTM,"{'dropout_rate': 0.1, 'hidden_dim': 32, 'num_layers': 4}",0.15,RMSprop,{'lr': 0.001},0.722672065,0,0,0,0,0,0,0,0
LSTM,"{'dropout_rate': 0.1, 'hidden_dim': 32, 'num_layers': 4}",1.627659574,Adam,{'lr': 0.01},0.722672065,0,0,0,0,0,0,0,0
LSTM,"{'dropout_rate': 0.1, 'hidden_dim': 64, 'num_layers': 2}",1.627659574,Adam,{'lr': 0.01},0.722672065,0,0,0,0,0,0,0,0
LSTM,"{'dropout_rate': 0.1, 'hidden_dim': 64, 'num_layers': 2}",1.627659574,RMSprop,{'lr': 0.01},0.722672065,0,0,0,0,0,0,0,0
LSTM,"{'dropout_rate': 0.1, 'hidden_dim': 64, 'num_layers': 3}",0.1,RMSprop,{'lr': 0.001},0.722672065,0,0,0,0,0,0,0,0
LSTM,"{'dropout_rate': 0.1, 'hidden_dim': 64, 'num_layers': 3}",0.15,Adam,{'lr': 0.001},0.722672065,0,0,0,0,0,0,0,0
LSTM,"{'dropout_rate': 0.1, 'hidden_dim': 64, 'num_layers': 3}",0.15,RMSprop,{'lr': 0.001},0.722672065,0,0,0,0,0,0,0,0
LSTM,"{'dropout_rate': 0.1, 'hidden_dim': 64, 'num_layers': 3}",0.3,Adam,{'lr': 0.001},0.722672065,0,0,0,0,0,0,0,0
LSTM,"{'dropout_rate': 0.1, 'hidden_dim': 64, 'num_layers': 3}",0.3,RMSprop,{'lr': 0.001},0.722672065,0,0,0,0,0,0,0,0
LSTM,"{'dropout_rate': 0.1, 'hidden_dim': 64, 'num_layers': 3}",0.4,Adam,{'lr': 0.001},0.722672065,0,0,0,0,0,0,0,0
LSTM,"{'dropout_rate': 0.1, 'hidden_dim': 64, 'num_layers': 3}",1.627659574,Adam,{'lr': 0.001},0.722672065,0,0,0,0,0,0,0,0
LSTM,"{'dropout_rate': 0.1, 'hidden_dim': 64, 'num_layers': 4}",0.05,Adam,{'lr': 0.001},0.722672065,0,0,0,0,0,0,0,0
LSTM,"{'dropout_rate': 0.1, 'hidden_dim': 64, 'num_layers': 4}",0.1,RMSprop,{'lr': 0.001},0.722672065,0,0,0,0,0,0,0,0
LSTM,"{'dropout_rate': 0.1, 'hidden_dim': 64, 'num_layers': 4}",1.627659574,RMSprop,{'lr': 0.001},0.722672065,0,0,0,0,0,0,0,0
LSTM,"{'dropout_rate': 0.1, 'hidden_dim': 128, 'num_layers': 2}",0.4,RMSprop,{'lr': 0.001},0.722672065,0,0,0,0,0,0,0,0
LSTM,"{'dropout_rate': 0.1, 'hidden_dim': 128, 'num_layers': 3}",0.05,Adam,{'lr': 0.001},0.722672065,0,0,0,0,0,0,0,0
LSTM,"{'dropout_rate': 0.1, 'hidden_dim': 128, 'num_layers': 4}",0.05,RMSprop,{'lr': 0.001},0.722672065,0,0,0,0,0,0,0,0
LSTM,"{'dropout_rate': 0.1, 'hidden_dim': 128, 'num_layers': 4}",0.15,RMSprop,{'lr': 0.001},0.722672065,0,0,0,0,0,0,0,0
LSTM,"{'dropout_rate': 0.1, 'hidden_dim': 128, 'num_layers': 4}",0.2,Adam,{'lr': 0.001},0.722672065,0,0,0,0,0,0,0,0
LSTM,"{'dropout_rate': 0.1, 'hidden_dim': 128, 'num_layers': 4}",0.4,Adam,{'lr': 0.001},0.722672065,0,0,0,0,0,0,0,0
LSTM,"{'dropout_rate': 0.1, 'hidden_dim': 128, 'num_layers': 4}",1.627659574,Adam,{'lr': 0.001},0.722672065,0,0,0,0,0,0,0,0
LSTM,"{'dropout_rate': 0.1, 'hidden_dim': 256, 'num_layers': 2}",0.05,Adam,{'lr': 0.001},0.722672065,0,0,0,0,0,0,0,0
LSTM,"{'dropout_rate': 0.1, 'hidden_dim': 256, 'num_layers': 2}",0.05,RMSprop,{'lr': 0.001},0.722672065,0,0,0,0,0,0,0,0
LSTM,"{'dropout_rate': 0.1, 'hidden_dim': 256, 'num_layers': 3}",0.05,Adam,{'lr': 0.001},0.722672065,0,0,0,0,0,0,0,0
LSTM,"{'dropout_rate': 0.3, 'hidden_dim': 32, 'num_layers': 2}",0.1,RMSprop,{'lr': 0.001},0.722672065,0,0,0,0,0,0,0,0
LSTM,"{'dropout_rate': 0.3, 'hidden_dim': 32, 'num_layers': 2}",0.2,Adam,{'lr': 0.001},0.722672065,0,0,0,0,0,0,0,0
LSTM,"{'dropout_rate': 0.3, 'hidden_dim': 32, 'num_layers': 3}",1.627659574,Adam,{'lr': 0.001},0.722672065,0,0,0,0,0,0,0,0
LSTM,"{'dropout_rate': 0.3, 'hidden_dim': 32, 'num_layers': 3}",1.627659574,RMSprop,{'lr': 0.001},0.722672065,0,0,0,0,0,0,0,0
LSTM,"{'dropout_rate': 0.3, 'hidden_dim': 32, 'num_layers': 4}",1.627659574,Adam,{'lr': 0.001},0.722672065,0,0,0,0,0,0,0,0
LSTM,"{'dropout_rate': 0.3, 'hidden_dim': 32, 'num_layers': 4}",1.627659574,RMSprop,{'lr': 0.001},0.722672065,0,0,0,0,0,0,0,0
LSTM,"{'dropout_rate': 0.3, 'hidden_dim': 32, 'num_layers': 4}",1.627659574,RMSprop,{'lr': 0.01},0.722672065,0,0,0,0,0,0,0,0
LSTM,"{'dropout_rate': 0.3, 'hidden_dim': 64, 'num_layers': 4}",0.1,RMSprop,{'lr': 0.001},0.722672065,0,0,0,0,0,0,0,0
LSTM,"{'dropout_rate': 0.3, 'hidden_dim': 256, 'num_layers': 3}",0.05,RMSprop,{'lr': 0.001},0.722672065,0,0,0,0,0,0,0,0
LSTM,"{'dropout_rate': 0.3, 'hidden_dim': 256, 'num_layers': 4}",0.05,RMSprop,{'lr': 0.001},0.722672065,0,0,0,0,0,0,0,0
LSTM,"{'dropout_rate': 0.5, 'hidden_dim': 32, 'num_layers': 2}",1.627659574,Adam,{'lr': 0.01},0.722672065,0,0,0,0,0,0,0,0
LSTM,"{'dropout_rate': 0.5, 'hidden_dim': 32, 'num_layers': 3}",1.627659574,RMSprop,{'lr': 0.01},0.722672065,0,0,0,0,0,0,0,0
LSTM,"{'dropout_rate': 0.5, 'hidden_dim': 64, 'num_layers': 4}",0.05,Adam,{'lr': 0.001},0.722672065,0,0,0,0,0,0,0,0
LSTM,"{'dropout_rate': 0.5, 'hidden_dim': 64, 'num_layers': 4}",1.627659574,RMSprop,{'lr': 0.01},0.722672065,0,0,0,0,0,0,0,0
LSTM,"{'dropout_rate': 0.5, 'hidden_dim': 128, 'num_layers': 2}",0.3,Adam,{'lr': 0.001},0.722672065,0,0,0,0,0,0,0,0
MLP,"{'dropout_rate': 0.1, 'hidden_dim': 1024}",0.05,Adam,{'lr': 0.01},0.722672065,0,0,0,0,0,0,0,0
MLP,"{'dropout_rate': 0.1, 'hidden_dim': 1024}",0.05,RMSprop,{'lr': 0.001},0.722672065,0,0,0,0,0,0,0,0
MLP,"{'dropout_rate': 0.1, 'hidden_dim': 1024}",0.05,RMSprop,{'lr': 0.01},0.722672065,0,0,0,0,0,0,0,0
MLP,"{'dropout_rate': 0.1, 'hidden_dim': 1024}",0.1,Adam,{'lr': 0.01},0.722672065,0,0,0,0,0,0,0,0
MLP,"{'dropout_rate': 0.1, 'hidden_dim': 1024}",0.15,Adam,{'lr': 0.001},0.722672065,0,0,0,0,0,0,0,0
MLP,"{'dropout_rate': 0.1, 'hidden_dim': 1024}",0.15,Adam,{'lr': 0.01},0.722672065,0,0,0,0,0,0,0,0
MLP,"{'dropout_rate': 0.1, 'hidden_dim': 1024}",0.15,RMSprop,{'lr': 0.01},0.722672065,0,0,0,0,0,0,0,0
MLP,"{'dropout_rate': 0.1, 'hidden_dim': 1024}",0.2,Adam,{'lr': 0.01},0.722672065,0,0,0,0,0,0,0,0
MLP,"{'dropout_rate': 0.1, 'hidden_dim': 1024}",0.2,RMSprop,{'lr': 0.001},0.722672065,0,0,0,0,0,0,0,0
MLP,"{'dropout_rate': 0.1, 'hidden_dim': 1024}",0.3,Adam,{'lr': 0.001},0.722672065,0,0,0,0,0,0,0,0
MLP,"{'dropout_rate': 0.1, 'hidden_dim': 1024}",0.3,RMSprop,{'lr': 0.001},0.722672065,0,0,0,0,0,0,0,0
MLP,"{'dropout_rate': 0.1, 'hidden_dim': 1024}",0.3,RMSprop,{'lr': 0.01},0.722672065,0,0,0,0,0,0,0,0
MLP,"{'dropout_rate': 0.1, 'hidden_dim': 1024}",0.4,Adam,{'lr': 0.01},0.722672065,0,0,0,0,0,0,0,0
MLP,"{'dropout_rate': 0.1, 'hidden_dim': 1024}",0.4,RMSprop,{'lr': 0.001},0.722672065,0,0,0,0,0,0,0,0
MLP,"{'dropout_rate': 0.1, 'hidden_dim': 1024}",0.4,RMSprop,{'lr': 0.01},0.722672065,0,0,0,0,0,0,0,0
MLP,"{'dropout_rate': 0.1, 'hidden_dim': 1024}",1.627659574,Adam,{'lr': 0.01},0.722672065,0,0,0,0,0,0,0,0
MLP,"{'dropout_rate': 0.1, 'hidden_dim': 1024}",1.627659574,RMSprop,{'lr': 0.001},0.722672065,0,0,0,0,0,0,0,0
MLP,"{'dropout_rate': 0.1, 'hidden_dim': 512}",0.1,Adam,{'lr': 0.01},0.722672065,0,0,0,0,0,0,0,0
MLP,"{'dropout_rate': 0.1, 'hidden_dim': 512}",0.15,Adam,{'lr': 0.01},0.722672065,0,0,0,0,0,0,0,0
MLP,"{'dropout_rate': 0.1, 'hidden_dim': 512}",0.2,RMSprop,{'lr': 0.001},0.722672065,0,0,0,0,0,0,0,0
MLP,"{'dropout_rate': 0.1, 'hidden_dim': 512}",0.2,RMSprop,{'lr': 0.01},0.722672065,0,0,0,0,0,0,0,0
MLP,"{'dropout_rate': 0.1, 'hidden_dim': 512}",0.3,RMSprop,{'lr': 0.01},0.722672065,0,0,0,0,0,0,0,0
MLP,"{'dropout_rate': 0.1, 'hidden_dim': 512}",0.4,Adam,{'lr': 0.01},0.722672065,0,0,0,0,0,0,0,0
MLP,"{'dropout_rate': 0.1, 'hidden_dim': 512}",0.4,RMSprop,{'lr': 0.01},0.722672065,0,0,0,0,0,0,0,0
MLP,"{'dropout_rate': 0.1, 'hidden_dim': 512}",1.627659574,Adam,{'lr': 0.001},0.722672065,0,0,0,0,0,0,0,0
MLP,"{'dropout_rate': 0.1, 'hidden_dim': 512}",1.627659574,RMSprop,{'lr': 0.001},0.722672065,0,0,0,0,0,0,0,0
MLP,"{'dropout_rate': 0.1, 'hidden_dim': 512}",1.627659574,RMSprop,{'lr': 0.01},0.722672065,0,0,0,0,0,0,0,0
MLP,"{'dropout_rate': 0.1, 'hidden_dim': 256}",0.05,RMSprop,{'lr': 0.01},0.722672065,0,0,0,0,0,0,0,0
MLP,"{'dropout_rate': 0.1, 'hidden_dim': 256}",0.1,RMSprop,{'lr': 0.01},0.722672065,0,0,0,0,0,0,0,0
MLP,"{'dropout_rate': 0.1, 'hidden_dim': 256}",0.15,RMSprop,{'lr': 0.01},0.722672065,0,0,0,0,0,0,0,0
MLP,"{'dropout_rate': 0.1, 'hidden_dim': 256}",0.3,RMSprop,{'lr': 0.01},0.722672065,0,0,0,0,0,0,0,0
MLP,"{'dropout_rate': 0.1, 'hidden_dim': 256}",0.4,RMSprop,{'lr': 0.01},0.722672065,0,0,0,0,0,0,0,0
MLP,"{'dropout_rate': 0.1, 'hidden_dim': 256}",1.627659574,Adam,{'lr': 0.001},0.722672065,0,0,0,0,0,0,0,0
MLP,"{'dropout_rate': 0.1, 'hidden_dim': 256}",1.627659574,RMSprop,{'lr': 0.01},0.722672065,0,0,0,0,0,0,0,0
MLP,"{'dropout_rate': 0.1, 'hidden_dim': 128}",0.1,RMSprop,{'lr': 0.01},0.722672065,0,0,0,0,0,0,0,0
MLP,"{'dropout_rate': 0.1, 'hidden_dim': 128}",0.15,RMSprop,{'lr': 0.01},0.722672065,0,0,0,0,0,0,0,0
MLP,"{'dropout_rate': 0.1, 'hidden_dim': 128}",0.2,RMSprop,{'lr': 0.01},0.722672065,0,0,0,0,0,0,0,0
MLP,"{'dropout_rate': 0.1, 'hidden_dim': 128}",0.3,RMSprop,{'lr': 0.01},0.722672065,0,0,0,0,0,0,0,0
MLP,"{'dropout_rate': 0.1, 'hidden_dim': 128}",1.627659574,Adam,{'lr': 0.01},0.722672065,0,0,0,0,0,0,0,0
MLP,"{'dropout_rate': 0.1, 'hidden_dim': 128}",1.627659574,RMSprop,{'lr': 0.01},0.722672065,0,0,0,0,0,0,0,0
MLP,"{'dropout_rate': 0.3, 'hidden_dim': 1024}",0.05,RMSprop,{'lr': 0.001},0.722672065,0,0,0,0,0,0,0,0
MLP,"{'dropout_rate': 0.3, 'hidden_dim': 1024}",0.05,RMSprop,{'lr': 0.01},0.722672065,0,0,0,0,0,0,0,0
MLP,"{'dropout_rate': 0.3, 'hidden_dim': 1024}",0.1,Adam,{'lr': 0.01},0.722672065,0,0,0,0,0,0,0,0
MLP,"{'dropout_rate': 0.3, 'hidden_dim': 1024}",0.1,RMSprop,{'lr': 0.001},0.722672065,0,0,0,0,0,0,0,0
MLP,"{'dropout_rate': 0.3, 'hidden_dim': 1024}",0.1,RMSprop,{'lr': 0.01},0.722672065,0,0,0,0,0,0,0,0
MLP,"{'dropout_rate': 0.3, 'hidden_dim': 1024}",0.15,Adam,{'lr': 0.01},0.722672065,0,0,0,0,0,0,0,0
MLP,"{'dropout_rate': 0.3, 'hidden_dim': 1024}",0.2,Adam,{'lr': 0.01},0.722672065,0,0,0,0,0,0,0,0
MLP,"{'dropout_rate': 0.3, 'hidden_dim': 1024}",0.2,RMSprop,{'lr': 0.001},0.722672065,0,0,0,0,0,0,0,0
MLP,"{'dropout_rate': 0.3, 'hidden_dim': 1024}",0.3,RMSprop,{'lr': 0.01},0.722672065,0,0,0,0,0,0,0,0
MLP,"{'dropout_rate': 0.3, 'hidden_dim': 1024}",0.4,RMSprop,{'lr': 0.001},0.722672065,0,0,0,0,0,0,0,0
MLP,"{'dropout_rate': 0.3, 'hidden_dim': 1024}",0.4,RMSprop,{'lr': 0.01},0.722672065,0,0,0,0,0,0,0,0
MLP,"{'dropout_rate': 0.3, 'hidden_dim': 1024}",1.627659574,Adam,{'lr': 0.01},0.722672065,0,0,0,0,0,0,0,0
MLP,"{'dropout_rate': 0.3, 'hidden_dim': 1024}",1.627659574,RMSprop,{'lr': 0.001},0.722672065,0,0,0,0,0,0,0,0
MLP,"{'dropout_rate': 0.3, 'hidden_dim': 1024}",1.627659574,RMSprop,{'lr': 0.01},0.722672065,0,0,0,0,0,0,0,0
MLP,"{'dropout_rate': 0.3, 'hidden_dim': 512}",0.05,RMSprop,{'lr': 0.01},0.722672065,0,0,0,0,0,0,0,0
MLP,"{'dropout_rate': 0.3, 'hidden_dim': 512}",0.3,Adam,{'lr': 0.01},0.722672065,0,0,0,0,0,0,0,0
MLP,"{'dropout_rate': 0.3, 'hidden_dim': 512}",0.3,RMSprop,{'lr': 0.01},0.722672065,0,0,0,0,0,0,0,0
MLP,"{'dropout_rate': 0.3, 'hidden_dim': 512}",0.4,RMSprop,{'lr': 0.01},0.722672065,0,0,0,0,0,0,0,0
MLP,"{'dropout_rate': 0.3, 'hidden_dim': 512}",1.627659574,Adam,{'lr': 0.001},0.722672065,0,0,0,0,0,0,0,0
MLP,"{'dropout_rate': 0.3, 'hidden_dim': 512}",1.627659574,RMSprop,{'lr': 0.001},0.722672065,0,0,0,0,0,0,0,0
MLP,"{'dropout_rate': 0.3, 'hidden_dim': 256}",0.1,RMSprop,{'lr': 0.01},0.722672065,0,0,0,0,0,0,0,0
MLP,"{'dropout_rate': 0.3, 'hidden_dim': 256}",0.15,RMSprop,{'lr': 0.01},0.722672065,0,0,0,0,0,0,0,0
MLP,"{'dropout_rate': 0.3, 'hidden_dim': 256}",0.2,RMSprop,{'lr': 0.01},0.722672065,0,0,0,0,0,0,0,0
MLP,"{'dropout_rate': 0.3, 'hidden_dim': 256}",0.3,RMSprop,{'lr': 0.01},0.722672065,0,0,0,0,0,0,0,0
MLP,"{'dropout_rate': 0.3, 'hidden_dim': 256}",0.4,RMSprop,{'lr': 0.01},0.722672065,0,0,0,0,0,0,0,0
MLP,"{'dropout_rate': 0.3, 'hidden_dim': 256}",1.627659574,RMSprop,{'lr': 0.01},0.722672065,0,0,0,0,0,0,0,0
MLP,"{'dropout_rate': 0.3, 'hidden_dim': 128}",0.1,RMSprop,{'lr': 0.01},0.722672065,0,0,0,0,0,0,0,0
MLP,"{'dropout_rate': 0.3, 'hidden_dim': 128}",0.3,RMSprop,{'lr': 0.01},0.722672065,0,0,0,0,0,0,0,0
MLP,"{'dropout_rate': 0.3, 'hidden_dim': 128}",0.4,Adam,{'lr': 0.01},0.722672065,0,0,0,0,0,0,0,0
MLP,"{'dropout_rate': 0.3, 'hidden_dim': 128}",0.4,RMSprop,{'lr': 0.01},0.722672065,0,0,0,0,0,0,0,0
MLP,"{'dropout_rate': 0.3, 'hidden_dim': 128}",1.627659574,RMSprop,{'lr': 0.01},0.722672065,0,0,0,0,0,0,0,0
MLP,"{'dropout_rate': 0.5, 'hidden_dim': 1024}",0.05,Adam,{'lr': 0.01},0.722672065,0,0,0,0,0,0,0,0
MLP,"{'dropout_rate': 0.5, 'hidden_dim': 1024}",0.05,RMSprop,{'lr': 0.01},0.722672065,0,0,0,0,0,0,0,0
MLP,"{'dropout_rate': 0.5, 'hidden_dim': 1024}",0.1,Adam,{'lr': 0.01},0.722672065,0,0,0,0,0,0,0,0
MLP,"{'dropout_rate': 0.5, 'hidden_dim': 1024}",0.15,Adam,{'lr': 0.01},0.722672065,0,0,0,0,0,0,0,0
MLP,"{'dropout_rate': 0.5, 'hidden_dim': 1024}",0.15,RMSprop,{'lr': 0.001},0.722672065,0,0,0,0,0,0,0,0
MLP,"{'dropout_rate': 0.5, 'hidden_dim': 1024}",0.15,RMSprop,{'lr': 0.01},0.722672065,0,0,0,0,0,0,0,0
MLP,"{'dropout_rate': 0.5, 'hidden_dim': 1024}",0.2,RMSprop,{'lr': 0.001},0.722672065,0,0,0,0,0,0,0,0
MLP,"{'dropout_rate': 0.5, 'hidden_dim': 1024}",0.2,RMSprop,{'lr': 0.01},0.722672065,0,0,0,0,0,0,0,0
MLP,"{'dropout_rate': 0.5, 'hidden_dim': 1024}",0.3,Adam,{'lr': 0.01},0.722672065,0,0,0,0,0,0,0,0
MLP,"{'dropout_rate': 0.5, 'hidden_dim': 1024}",0.3,RMSprop,{'lr': 0.01},0.722672065,0,0,0,0,0,0,0,0
MLP,"{'dropout_rate': 0.5, 'hidden_dim': 1024}",0.4,RMSprop,{'lr': 0.01},0.722672065,0,0,0,0,0,0,0,0
MLP,"{'dropout_rate': 0.5, 'hidden_dim': 512}",0.05,RMSprop,{'lr': 0.01},0.722672065,0,0,0,0,0,0,0,0
MLP,"{'dropout_rate': 0.5, 'hidden_dim': 512}",0.1,Adam,{'lr': 0.01},0.722672065,0,0,0,0,0,0,0,0
MLP,"{'dropout_rate': 0.5, 'hidden_dim': 512}",0.1,RMSprop,{'lr': 0.01},0.722672065,0,0,0,0,0,0,0,0
MLP,"{'dropout_rate': 0.5, 'hidden_dim': 512}",0.15,RMSprop,{'lr': 0.01},0.722672065,0,0,0,0,0,0,0,0
MLP,"{'dropout_rate': 0.5, 'hidden_dim': 512}",0.2,Adam,{'lr': 0.01},0.722672065,0,0,0,0,0,0,0,0
MLP,"{'dropout_rate': 0.5, 'hidden_dim': 512}",0.2,RMSprop,{'lr': 0.01},0.722672065,0,0,0,0,0,0,0,0
MLP,"{'dropout_rate': 0.5, 'hidden_dim': 512}",0.3,RMSprop,{'lr': 0.01},0.722672065,0,0,0,0,0,0,0,0
MLP,"{'dropout_rate': 0.5, 'hidden_dim': 512}",0.4,RMSprop,{'lr': 0.01},0.722672065,0,0,0,0,0,0,0,0
MLP,"{'dropout_rate': 0.5, 'hidden_dim': 512}",1.627659574,Adam,{'lr': 0.01},0.722672065,0,0,0,0,0,0,0,0
MLP,"{'dropout_rate': 0.5, 'hidden_dim': 256}",0.05,Adam,{'lr': 0.01},0.722672065,0,0,0,0,0,0,0,0
MLP,"{'dropout_rate': 0.5, 'hidden_dim': 256}",0.05,RMSprop,{'lr': 0.01},0.722672065,0,0,0,0,0,0,0,0
MLP,"{'dropout_rate': 0.5, 'hidden_dim': 256}",0.1,RMSprop,{'lr': 0.01},0.722672065,0,0,0,0,0,0,0,0
MLP,"{'dropout_rate': 0.5, 'hidden_dim': 256}",0.3,RMSprop,{'lr': 0.01},0.722672065,0,0,0,0,0,0,0,0
